# Estación meteorológica Xalapa-Enríquez, México, WMO_ID=76688, selección desde 01.01.2014 hasta 03.10.2014, todos los días
# Codificación: UTF-8
# Los datos han sido presentados por el sitio web "Real pronóstico", rp5.ru 
# Por favor, al utilizar los datos mencione este sitio.
# Determinación de los parámetros meteorológicos en el enlace: http://dev.rp5.ru.local/archive.php?wmo_id=27612&lang=en http://rp5.ru/archive.php?wmo_id=76688&lang=es
#
"Hora local en Xalapa-Enríquez";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"02.03.2014 00:00";"17.4";"650.8";"763.6";"0.3";"99";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"13.0";"27.6";"";"";"";"";"";"";"17.3";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"01.03.2014 21:00";"18.5";"650.5";"762.7";"1.1";"96";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"01.03.2014 18:00";"21.0";"649.4";"760.5";"0.0";"84";"Viento procedente del sur";"2";"";"";"";" ";"";"";"13.0";"27.6";"";"";"";"";"";"";"18.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"01.03.2014 15:00";"26.5";"649.4";"758.3";"-1.7";"47";"Viento procedente del sursureste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"01.03.2014 12:00";"25.9";"651.1";"760.4";"0.5";"52";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"13.0";"25.9";"";"";"";"";"";"";"15.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"01.03.2014 09:00";"21.9";"650.6";"761.5";"1.3";"53";"Viento procedente del estesureste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"01.03.2014 06:00";"14.4";"649.3";"763.1";"0.3";"64";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"13.0";"24.2";"";"";"";"";"";"";"7.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"01.03.2014 03:00";"13.7";"649.0";"763.0";"-0.8";"84";"Viento procedente del oestesuroeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"01.03.2014 00:00";"14.5";"649.8";"763.6";"0.3";"99";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"13.7";"24.2";"";"";"";"";"";"";"14.4";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"28.02.2014 21:00";"15.5";"649.5";"762.8";"0.9";"99";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"28.02.2014 18:00";"19.3";"648.6";"760.2";"";"81";"Viento procedente del sursureste";"1";"";"";"";" ";"";"";"13.7";"24.2";"";"";"";"";"";"";"16.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"28.02.2014 12:00";"20.8";"650.2";"761.5";"0.0";"70";"Viento procedente del sudeste";"2";"";"";"";" ";"";"";"13.6";"22.0";"";"";"";"";"";"";"15.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"28.02.2014 09:00";"17.6";"650.2";"762.8";"1.0";"76";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"28.02.2014 06:00";"13.9";"649.2";"763.2";"0.1";"100";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"0.6";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"28.02.2014 03:00";"13.9";"649.1";"763.1";"-0.9";"100";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"28.02.2014 00:00";"13.8";"650.0";"764.2";"";"100";"Viento procedente del sursuroeste";"1";"";"";"";" ";"";"";"13.6";"17.9";"";"";"";"";"";"";"13.8";"0.8";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"27.02.2014 15:00";"14.8";"648.5";"762.1";"-1.4";"98";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"6.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"27.02.2014 12:00";"16.1";"649.9";"763.0";"0.1";"99";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"14.7";"17.9";"";"";"";"";"";"";"15.9";"2.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"27.02.2014 09:00";"16.2";"649.8";"762.9";"1.3";"99";"Viento procedente del sursureste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.1";"1.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"27.02.2014 06:00";"16.4";"648.5";"761.3";"0.0";"100";"Viento procedente del sudeste";"2";"";"";"";" ";"";"";"14.7";"29.1";"";"";"";"";"";"";"16.4";"3.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"27.02.2014 03:00";"15.7";"648.5";"761.6";"-0.8";"98";"Viento procedente del noreste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.4";"7.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"27.02.2014 00:00";"17.9";"649.3";"761.5";"0.6";"97";"Viento procedente del estenoreste";"1";"";"";"";" ";"";"";"13.4";"29.1";"";"";"";"";"";"";"17.4";"0.2";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"26.02.2014 21:00";"19.3";"648.7";"760.4";"1.6";"95";"Viento procedente del este";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"26.02.2014 18:00";"21.5";"647.1";"757.6";"0.5";"82";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"13.4";"29.1";"";"";"";"";"";"";"18.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"26.02.2014 15:00";"28.3";"646.6";"754.3";"";"50";"Viento procedente del sursureste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"26.02.2014 03:00";"14.5";"647.6";"761.1";"-1.4";"94";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"26.02.2014 00:00";"16.2";"649.0";"762.0";"";"97";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"14.3";"26.8";"";"";"";"";"";"";"15.8";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"25.02.2014 18:00";"20.3";"648.4";"759.5";"0.1";"83";"Viento procedente del sur";"2";"";"";"";" ";"";"";"14.3";"26.8";"";"";"";"";"";"";"17.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"25.02.2014 15:00";"24.2";"648.3";"757.9";"-1.7";"59";"Viento procedente del estesureste";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"25.02.2014 12:00";"24.7";"650.0";"759.7";"-0.3";"52";"Viento procedente del sudeste";"2";"";"";"";" ";"";"";"14.3";"25.3";"";"";"";"";"";"";"14.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"25.02.2014 09:00";"19.5";"650.3";"762.1";"0.9";"70";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"25.02.2014 06:00";"15.5";"649.4";"762.8";"-0.3";"96";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"15.5";"";"";"";"";"";"";"";"14.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"25.02.2014 03:00";"16.4";"649.7";"762.7";"-1.0";"89";"Viento procedente del estenoreste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"25.02.2014 00:00";"17.2";"650.7";"763.6";"0.3";"94";"Viento procedente del estesureste";"1";"";"";"";" ";"";"";"14.9";"25.4";"";"";"";"";"";"";"16.3";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"24.02.2014 21:00";"18.0";"650.4";"762.9";"1.2";"97";"Viento procedente del sudeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"24.02.2014 18:00";"19.4";"649.2";"760.9";"";"89";"Viento procedente del sudeste";"2";"";"";"";" ";"";"";"14.9";"25.4";"";"";"";"";"";"";"17.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"24.02.2014 12:00";"23.2";"650.4";"760.7";"-0.1";"62";"Viento procedente del sur";"2";"";"";"";" ";"";"";"14.9";"25.2";"";"";"";"";"";"";"15.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"24.02.2014 09:00";"19.8";"650.5";"762.3";"1.4";"71";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"24.02.2014 06:00";"15.5";"649.1";"762.4";"0.6";"87";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"14.9";"29.2";"";"";"";"";"";"";"13.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"24.02.2014 03:00";"15.9";"648.5";"761.5";"-0.7";"91";"Viento procedente del noroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"24.02.2014 00:00";"16.7";"649.2";"762.0";"-0.3";"79";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"13.2";"29.2";"";"";"";"";"";"";"13.0";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"23.02.2014 21:00";"19.1";"649.5";"761.3";"1.2";"95";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"23.02.2014 18:00";"21.8";"648.3";"758.8";"0.5";"80";"Viento procedente del sur-oeste";"2";"";"";"";" ";"";"";"13.2";"29.2";"";"";"";"";"";"";"18.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"23.02.2014 15:00";"27.2";"647.8";"756.2";"-1.5";"51";"Viento procedente del sursureste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"23.02.2014 12:00";"26.0";"649.3";"758.3";"-0.4";"50";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"13.2";"26.3";"";"";"";"";"";"";"14.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"23.02.2014 09:00";"20.2";"649.7";"761.2";"1.3";"66";"Calma, escampado";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"23.02.2014 06:00";"13.6";"648.4";"762.4";"0.3";"87";"Calma, escampado";"0";"";"";"";" ";"";"";"13.6";"26.3";"";"";"";"";"";"";"11.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"23.02.2014 03:00";"14.2";"648.1";"761.8";"-1.2";"93";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"23.02.2014 00:00";"15.8";"649.3";"762.4";"0.3";"95";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"11.7";"26.3";"";"";"";"";"";"";"15.0";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"22.02.2014 21:00";"17.7";"649.0";"761.4";"0.9";"95";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"22.02.2014 18:00";"20.6";"648.1";"759.0";"0.3";"79";"Viento procedente del sursureste";"1";"";"";"";" ";"";"";"11.7";"26.3";"";"";"";"";"";"";"16.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"22.02.2014 15:00";"25.6";"647.8";"756.7";"-2.0";"47";"Viento procedente del sursureste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"22.02.2014 12:00";"23.0";"649.8";"760.1";"-4.6";"48";"Viento procedente del sursuroeste";"3";"";"";"";" ";"";"";"11.7";"23.8";"";"";"";"";"";"";"11.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"22.02.2014 09:00";"18.5";"654.4";"767.4";"4.9";"66";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"22.02.2014 06:00";"12.3";"649.5";"764.2";"-0.2";"98";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"12.3";"";"";"";"";"";"";"";"12.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"22.02.2014 03:00";"14.2";"649.7";"763.6";"-1.4";"99";"Viento procedente del sudeste";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"22.02.2014 00:00";"16.3";"651.1";"764.5";"0.4";"95";"Viento procedente del sursureste";"1";"";"";"";" ";"";"";"14.0";"26.3";"";"";"";"";"";"";"15.5";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"21.02.2014 21:00";"16.8";"650.7";"763.7";"";"96";"Viento procedente del sursureste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"21.02.2014 12:00";"24.3";"650.3";"760.2";"0.1";"53";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"14.0";"26.3";"";"";"";"";"";"";"14.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"21.02.2014 09:00";"21.8";"650.2";"760.9";"1.5";"51";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"21.02.2014 06:00";"14.6";"648.7";"762.4";"0.6";"96";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"14.4";"29.4";"";"";"";"";"";"";"14.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"21.02.2014 03:00";"19.2";"648.1";"759.7";"-0.7";"45";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"21.02.2014 00:00";"17.1";"648.8";"761.4";"0.6";"59";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"12.1";"29.4";"";"";"";"";"";"";"9.0";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"20.02.2014 21:00";"18.8";"648.2";"760.0";"1.4";"81";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"20.02.2014 18:00";"23.9";"646.8";"756.2";"";"65";"Viento procedente del sudeste";"2";"";"";"";" ";"";"";"12.1";"29.4";"";"";"";"";"";"";"16.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"20.02.2014 12:00";"27.0";"647.2";"755.5";"-0.3";"43";"Viento procedente del este";"1";"";"";"";" ";"";"";"12.1";"27.0";"";"";"";"";"";"";"13.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"20.02.2014 09:00";"21.1";"647.5";"758.2";"0.9";"51";"Viento procedente del este";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"20.02.2014 06:00";"12.8";"646.6";"760.6";"-0.4";"77";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"";"25.0";"";"";"";"";"";"";"8.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"20.02.2014 03:00";"13.2";"647.0";"760.9";"-1.1";"84";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"20.02.2014 00:00";"14.9";"648.1";"761.5";"0.0";"91";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"10.3";"25.0";"";"";"";"";"";"";"13.4";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"19.02.2014 21:00";"17.4";"648.1";"760.3";"0.7";"92";"Viento procedente del sur";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"19.02.2014 18:00";"19.9";"647.4";"758.5";"-0.1";"77";"Viento procedente del sudeste";"2";"";"";"";" ";"";"";"10.3";"25.0";"";"";"";"";"";"";"15.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"19.02.2014 15:00";"24.4";"647.5";"756.8";"-1.8";"45";"Viento procedente del estesureste";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"19.02.2014 12:00";"22.5";"649.3";"759.7";"-0.6";"45";"Viento procedente del sur";"2";"";"";"";" ";"";"";"10.3";"22.6";"";"";"";"";"";"";"10.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"19.02.2014 09:00";"17.7";"649.9";"762.4";"0.9";"62";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"19.02.2014 06:00";"11.1";"649.0";"764.2";"0.0";"92";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"11.1";"24.9";"";"";"";"";"";"";"9.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"19.02.2014 03:00";"14.7";"649.0";"762.7";"-1.6";"86";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"19.02.2014 00:00";"15.0";"650.6";"764.4";"-0.2";"86";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"11.5";"24.9";"";"";"";"";"";"";"12.7";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"18.02.2014 21:00";"16.1";"650.8";"764.2";"1.0";"76";"Viento procedente del sur";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"18.02.2014 18:00";"17.9";"649.8";"762.2";"";"85";"Viento procedente del estesureste";"3";"";"";"";" ";"";"";"11.5";"24.9";"";"";"";"";"";"";"15.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"18.02.2014 12:00";"22.0";"651.6";"762.6";"-0.4";"44";"Viento procedente del este";"2";"";"";"";" ";"";"";"11.5";"22.5";"";"";"";"";"";"";"9.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"18.02.2014 09:00";"17.9";"652.0";"764.8";"0.9";"57";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"18.02.2014 06:00";"12.8";"651.1";"765.8";"0.3";"82";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"12.6";"26.5";"";"";"";"";"";"";"9.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"18.02.2014 03:00";"12.7";"650.8";"765.7";"-0.7";"83";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"18.02.2014 00:00";"14.0";"651.5";"765.9";"0.5";"88";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"9.7";"26.5";"";"";"";"";"";"";"12.1";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"17.02.2014 21:00";"15.6";"651.0";"764.5";"1.1";"96";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"17.02.2014 18:00";"19.9";"649.9";"761.4";"0.3";"71";"Viento procedente del sursureste";"1";"";"";"";" ";"";"";"9.7";"26.5";"";"";"";"";"";"";"14.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"17.02.2014 15:00";"26.1";"649.6";"758.6";"-1.8";"32";"Viento procedente del sur";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"17.02.2014 12:00";"23.0";"651.4";"762.1";"-0.1";"38";"Viento procedente del sudeste";"2";"";"";"";" ";"";"";"9.7";"23.4";"";"";"";"";"";"";"7.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"17.02.2014 09:00";"18.6";"651.5";"763.9";"0.9";"39";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"17.02.2014 06:00";"9.7";"650.6";"766.7";"-0.5";"76";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"9.7";"25.4";"";"";"";"";"";"";"5.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"17.02.2014 03:00";"11.4";"651.1";"766.5";"-1.1";"91";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"17.02.2014 00:00";"14.9";"652.2";"766.3";"";"89";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"9.2";"25.4";"";"";"";"";"";"";"13.1";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"16.02.2014 18:00";"19.7";"650.8";"762.5";"0.6";"73";"Viento procedente del sudeste";"1";"";"";"";" ";"";"";"9.2";"25.4";"";"";"";"";"";"";"14.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"16.02.2014 15:00";"25.0";"650.2";"759.8";"-1.6";"36";"Viento procedente del sur";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"16.02.2014 12:00";"23.8";"651.8";"762.1";"0.0";"39";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"9.2";"24.0";"";"";"";"";"";"";"9.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"16.02.2014 09:00";"19.7";"651.8";"763.9";"0.7";"29";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"16.02.2014 06:00";"10.8";"651.1";"766.7";"-0.4";"48";"Viento procedente del oestesuroeste";"2";"";"";"";" ";"";"";"9.5";"24.2";"";"";"";"";"";"";"0.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"16.02.2014 03:00";"10.9";"651.5";"767.2";"-1.1";"71";"Viento procedente del oestesuroeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"16.02.2014 00:00";"11.3";"652.6";"768.3";"";"87";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"11.2";"24.2";"";"";"";"";"";"";"9.2";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"15.02.2014 18:00";"19.4";"651.8";"763.9";"0.3";"67";"Viento procedente del sur";"2";"";"";"";" ";"";"";"11.7";"24.2";"";"";"";"";"";"";"13.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"15.02.2014 15:00";"22.8";"651.5";"762.2";"-1.2";"51";"Viento procedente del estesureste";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
